,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
2731,1998,3,9,29,2,1998-09-29,US,20355,US,N960VJ,970,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1528,1530.0,2.0,2.0,0.0,0.0,1500-1559,7.0,1537.0,1656.0,5.0,1705,1701.0,-4.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,97.0,91.0,79.0,1.0,526.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,2020,1,3,16,1,2020-03-16,WN,19393,WN,N261WN,3549,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,10423,1042302,30423,AUS,"Austin, TX",TX,48.0,Texas,74,1755,1753.0,-2.0,0.0,0.0,-1.0,1700-1759,7.0,1800.0,2145.0,4.0,2200,2149.0,-11.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,125.0,116.0,105.0,1.0,872.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,2018,2,5,14,1,2018-05-14,AA,19805,AA,N186US,1948,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,630,627.0,-3.0,0.0,0.0,-1.0,0600-0659,12.0,639.0,946.0,17.0,1006,1003.0,-3.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,156.0,156.0,127.0,1.0,930.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,2017,3,8,14,1,2017-08-14,F9,20436,F9,N232FR,276,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1430,1555.0,85.0,85.0,1.0,5.0,1400-1459,16.0,1611.0,2038.0,8.0,1936,2046.0,70.0,70.0,1.0,4.0,1900-1959,0.0,,0.0,186.0,171.0,147.0,1.0,1290.0,6,70.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,2003,1,2,24,1,2003-02-24,AA,19805,AA,N431AA,1761,15304,1530401,33195,TPA,"Tampa, FL",FL,12,Florida,33,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1300,1255.0,-5.0,0.0,0.0,-1.0,1300-1359,11.0,1306.0,1427.0,8.0,1448,1435.0,-13.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,168.0,160.0,141.0,1.0,929.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,2017,4,10,4,3,2017-10-04,F9,20436,F9,N718FR,1404,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,11042,1104203,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,2325,2319.0,-6.0,0.0,0.0,-1.0,2300-2359,14.0,2333.0,635.0,12.0,647,647.0,0.0,0.0,0.0,0.0,0600-0659,0.0,,0.0,262.0,268.0,242.0,1.0,2021.0,9,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,1990,2,5,27,7,1990-05-27,US,20355,US,,281,11577,1157701,31577,ERI,"Erie, PA",PA,42,Pennsylvania,23,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1425,1421.0,-4.0,0.0,0.0,-1.0,1400-1459,,,,,1507,1454.0,-13.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,42.0,33.0,,1.0,109.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,2014,4,12,11,4,2014-12-11,WN,19393,WN,N7736A,1522,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91,14893,1489302,33192,SMF,"Sacramento, CA",CA,6.0,California,91,1935,2004.0,29.0,29.0,1.0,1.0,1900-1959,17.0,2021.0,2125.0,4.0,2100,2129.0,29.0,29.0,1.0,1.0,2100-2159,0.0,,0.0,85.0,85.0,64.0,1.0,404.0,2,0.0,0.0,0.0,0.0,29.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,2005,4,12,11,7,2005-12-11,US,20355,US,N110UW,218,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1320,1315.0,-5.0,0.0,0.0,-1.0,1300-1359,20.0,1335.0,1440.0,5.0,1452,1445.0,-7.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,92.0,90.0,65.0,1.0,496.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,2018,2,5,9,3,2018-05-09,MQ,20398,MQ,N674RJ,3833,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,33,1750,1754.0,4.0,4.0,0.0,0.0,1700-1759,11.0,1805.0,2030.0,5.0,2036,2035.0,-1.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,166.0,161.0,145.0,1.0,990.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,2000,3,8,12,6,2000-08-12,US,20355,US,N966VJ,1220,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1830,2017.0,107.0,107.0,1.0,7.0,1800-1859,18.0,2035.0,2117.0,6.0,1952,2123.0,91.0,91.0,1.0,6.0,1900-1959,0.0,,0.0,82.0,66.0,42.0,1.0,267.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,1988,2,4,5,2,1988-04-05,US,20355,AL,,312,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1130,1130.0,0.0,0.0,0.0,0.0,1100-1159,,,,,1230,1222.0,-8.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,60.0,52.0,,1.0,201.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,2012,4,11,21,3,2012-11-21,EV,20366,EV,N932EV,5465,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,645,639.0,-6.0,0.0,0.0,-1.0,0600-0659,33.0,712.0,808.0,4.0,822,812.0,-10.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,97.0,93.0,56.0,1.0,335.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,1997,1,2,10,1,1997-02-10,DL,19790,DL,N947DL,253,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,12992,1299202,32600,LIT,"Little Rock, AR",AR,5.0,Arkansas,71,855,852.0,-3.0,0.0,0.0,-1.0,0800-0859,25.0,917.0,928.0,5.0,936,933.0,-3.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,101.0,101.0,71.0,1.0,513.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,2004,3,7,9,5,2004-07-09,DH,20404,DH,N626BR,1755,12197,1219701,31703,HPN,"White Plains, NY",NY,36,New York,22,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,1459,1455.0,-4.0,0.0,0.0,-1.0,1400-1459,40.0,1535.0,1631.0,2.0,1621,1633.0,12.0,12.0,0.0,0.0,1600-1659,0.0,,0.0,82.0,98.0,56.0,1.0,247.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,2002,1,2,4,1,2002-02-04,HP,19991,HP,N305Aæ,627,11540,1154001,30615,ELP,"El Paso, TX",TX,48,Texas,74,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1739,1740.0,1.0,1.0,0.0,0.0,1700-1759,25.0,1805.0,1904.0,7.0,1909,1911.0,2.0,2.0,0.0,0.0,1900-1959,0.0,,0.0,90.0,91.0,59.0,1.0,347.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1995,3,9,5,2,1995-09-05,AA,19805,AA,N843AA,1191,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,1850,1847.0,-3.0,0.0,0.0,-1.0,1800-1859,12.0,1859.0,1942.0,5.0,2002,1947.0,-15.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,72.0,60.0,43.0,1.0,247.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,1998,2,5,21,4,1998-05-21,DL,19790,DL,N506DA,459,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,910,912.0,2.0,2.0,0.0,0.0,0900-0959,14.0,926.0,1149.0,3.0,1157,1152.0,-5.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,107.0,100.0,83.0,1.0,606.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,1998,4,11,21,6,1998-11-21,US,20355,US,N526AU,2243,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,11996,1199602,31871,GSP,"Greer, SC",SC,45.0,South Carolina,37,1055,1055.0,0.0,0.0,0.0,0.0,1000-1059,17.0,1112.0,1133.0,6.0,1133,1139.0,6.0,6.0,0.0,0.0,1100-1159,0.0,,0.0,38.0,44.0,21.0,1.0,75.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,1996,3,9,22,7,1996-09-22,AA,19805,AA,N442AA,796,14831,1483101,32457,SJC,"San Jose, CA",CA,6,California,91,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1700,1750.0,50.0,50.0,1.0,3.0,1700-1759,17.0,1807.0,2252.0,4.0,2220,2256.0,36.0,36.0,1.0,2.0,2200-2259,0.0,,0.0,200.0,186.0,165.0,1.0,1439.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,1993,3,9,28,2,1993-09-28,AA,19805,AA,,1028,11996,1199601,31871,GSP,"Greer, SC",SC,45,South Carolina,37,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,1345,1344.0,-1.0,0.0,0.0,-1.0,1300-1359,,,,,1435,1436.0,1.0,1.0,0.0,0.0,1400-1459,0.0,,0.0,50.0,52.0,,1.0,205.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,1992,4,10,29,4,1992-10-29,AA,19805,AA,,2012,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,652,655.0,3.0,3.0,0.0,0.0,0600-0659,,,,,1022,1038.0,16.0,16.0,1.0,1.0,1000-1059,0.0,,0.0,150.0,163.0,,1.0,1062.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,1995,3,9,29,5,1995-09-29,NW,19386,NW,N504US,257,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,930,945.0,15.0,15.0,1.0,1.0,0900-0959,27.0,1012.0,1104.0,3.0,1042,1107.0,25.0,25.0,1.0,1.0,1000-1059,0.0,,0.0,252.0,262.0,232.0,1.0,1671.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1991,4,11,13,3,1991-11-13,UA,19977,UA,,971,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,830,830.0,0.0,0.0,0.0,0.0,0800-0859,,,,,850,832.0,-18.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,80.0,62.0,,1.0,264.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,2020,1,3,18,3,2020-03-18,EV,20366,EV,N18556,4390,15412,1541205,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1845,1834.0,-11.0,0.0,0.0,-1.0,1800-1859,11.0,1845.0,1948.0,11.0,2016,1959.0,-17.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,151.0,145.0,123.0,1.0,771.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,2018,2,6,15,5,2018-06-15,UA,19977,UA,N77865,2039,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,13930,1393006,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,826,815.0,-11.0,0.0,0.0,-1.0,0800-0859,27.0,842.0,1411.0,15.0,1428,1426.0,-2.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,242.0,251.0,209.0,1.0,1744.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,2007,1,1,7,7,2007-01-07,US,20355,US,N619AW,374,15304,1530401,33195,TPA,"Tampa, FL",FL,12,Florida,33,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,2037,2040.0,3.0,3.0,0.0,0.0,2000-2059,11.0,2051.0,2221.0,5.0,2301,2226.0,-35.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,324.0,286.0,270.0,1.0,1984.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,2009,3,7,5,7,2009-07-05,DL,19790,DL,N622DL,418,10397,1039703,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,1140,1134.0,-6.0,0.0,0.0,-1.0,1100-1159,15.0,1149.0,1335.0,14.0,1358,1349.0,-9.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,138.0,135.0,106.0,1.0,761.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,1991,2,4,2,2,1991-04-02,US,20355,US,,455,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42.0,Pennsylvania,23,1110,1117.0,7.0,7.0,0.0,0.0,1100-1159,,,,,1237,1240.0,3.0,3.0,0.0,0.0,1200-1259,0.0,,0.0,87.0,83.0,,1.0,335.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,1995,3,7,14,5,1995-07-14,WN,19393,WN,UNKNOW,694,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1120,,,,,,1100-1159,,,,,1220,,,,,,1200-1259,1.0,,0.0,60.0,,,1.0,256.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,2011,1,1,30,7,2011-01-30,CO,19704,CO,N75853,1046,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,2055,2108.0,13.0,13.0,0.0,0.0,2000-2059,25.0,2133.0,2339.0,6.0,2327,2345.0,18.0,18.0,1.0,1.0,2300-2359,0.0,,0.0,152.0,157.0,126.0,1.0,925.0,4,13.0,0.0,5.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,1993,2,5,3,1,1993-05-03,NW,19386,NW,,1520,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10257,1025701,30257,ALB,"Albany, NY",NY,36.0,New York,22,1350,1347.0,-3.0,0.0,0.0,-1.0,1300-1359,,,,,1516,1509.0,-7.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,86.0,82.0,,1.0,488.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,2016,4,10,13,4,2016-10-13,NK,20416,NK,N669NK,927,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13204,1320402,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1050,1051.0,1.0,1.0,0.0,0.0,1000-1059,12.0,1103.0,1409.0,10.0,1428,1419.0,-9.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,158.0,148.0,126.0,1.0,1005.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,2003,3,8,1,5,2003-08-01,MQ,20398,MQ,N263MQ,3352,14960,1496001,34960,SPS,"Wichita Falls, TX",TX,48,Texas,74,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1230,1224.0,-6.0,0.0,0.0,-1.0,1200-1259,11.0,1235.0,1302.0,10.0,1324,1312.0,-12.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,54.0,48.0,27.0,1.0,113.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,2016,1,3,31,4,2016-03-31,OO,20304,OO,N447SW,4563,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13433,1343302,33304,MOT,"Minot, ND",ND,38.0,North Dakota,66,2014,1957.0,-17.0,0.0,0.0,-2.0,2000-2059,44.0,2041.0,2147.0,6.0,2158,2153.0,-5.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,104.0,116.0,66.0,1.0,449.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,2012,2,5,8,2,2012-05-08,WN,19393,WN,N918WN,985,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,10821,1082103,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1600,1608.0,8.0,8.0,0.0,0.0,1600-1659,7.0,1615.0,1710.0,4.0,1715,1714.0,-1.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,75.0,66.0,55.0,1.0,289.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,1989,3,9,27,3,1989-09-27,NW,19386,NW,,765,10620,1062001,30620,BIL,"Billings, MT",MT,30,Montana,84,10849,1084901,30849,BZN,"Bozeman, MT",MT,30.0,Montana,84,2040,2049.0,9.0,9.0,0.0,0.0,2000-2059,,,,,2122,2135.0,13.0,13.0,0.0,0.0,2100-2159,0.0,,0.0,42.0,46.0,,1.0,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,2004,1,3,31,3,2004-03-31,MQ,20398,MQ,N738MQ,5028,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,1900,1856.0,-4.0,0.0,0.0,-1.0,1900-1959,44.0,1940.0,2029.0,7.0,2020,2036.0,16.0,16.0,1.0,1.0,2000-2059,0.0,,0.0,80.0,100.0,49.0,1.0,185.0,1,0.0,0.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,2004,3,8,22,7,2004-08-22,HP,19991,HP,N307AW,229,14893,1489301,33192,SMF,"Sacramento, CA",CA,6,California,91,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,615,617.0,2.0,2.0,0.0,0.0,0600-0659,10.0,627.0,756.0,5.0,801,801.0,0.0,0.0,0.0,0.0,0800-0859,0.0,,0.0,106.0,104.0,89.0,1.0,647.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,1989,3,7,21,5,1989-07-21,AA,19805,AA,,1222,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,10693,1069301,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,1155,1155.0,0.0,0.0,0.0,0.0,1100-1159,,,,,1806,1804.0,-2.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,251.0,249.0,,1.0,1797.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,1999,4,12,1,3,1999-12-01,DL,19790,DL,N374DA,1557,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1735,1755.0,20.0,20.0,1.0,1.0,1700-1759,32.0,1827.0,1947.0,6.0,1938,1953.0,15.0,15.0,1.0,1.0,1900-1959,0.0,,0.0,123.0,118.0,80.0,1.0,507.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,2005,3,9,26,1,2005-09-26,NW,19386,NW,N341NB,695,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1909,1919.0,10.0,10.0,0.0,0.0,1900-1959,9.0,1928.0,2050.0,10.0,2053,2100.0,7.0,7.0,0.0,0.0,2000-2059,0.0,,0.0,164.0,161.0,142.0,1.0,987.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,1991,2,6,24,1,1991-06-24,AA,19805,AA,,860,12992,1299201,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71,10693,1069301,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,1744,1749.0,5.0,5.0,0.0,0.0,1700-1759,,,,,1853,1903.0,10.0,10.0,0.0,0.0,1800-1859,0.0,,0.0,69.0,74.0,,1.0,328.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,2013,2,4,7,7,2013-04-07,AA,19805,AA,N3ESAA,1399,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,13930,1393002,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1455,1459.0,4.0,4.0,0.0,0.0,1400-1459,12.0,1511.0,1701.0,6.0,1720,1707.0,-13.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,205.0,188.0,170.0,1.0,1197.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,2019,4,11,17,7,2019-11-17,UA,19977,UA,N78509,864,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6.0,California,91,1545,1536.0,-9.0,0.0,0.0,-1.0,1500-1559,10.0,1546.0,1631.0,5.0,1708,1636.0,-32.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,143.0,120.0,105.0,1.0,846.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,2013,3,7,8,1,2013-07-08,OO,20304,OO,N793SK,5209,15376,1537602,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,500,451.0,-9.0,0.0,0.0,-1.0,0001-0559,14.0,505.0,920.0,5.0,928,925.0,-3.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,148.0,154.0,135.0,1.0,936.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,2007,3,7,13,5,2007-07-13,US,20355,US,N451UW,1564,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,1345,1350.0,5.0,5.0,0.0,0.0,1300-1359,20.0,1410.0,1642.0,21.0,1650,1703.0,13.0,13.0,0.0,0.0,1600-1659,0.0,,0.0,125.0,133.0,92.0,1.0,678.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,2005,1,3,23,3,2005-03-23,DL,19790,DL,N3752,554,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,655,653.0,-2.0,0.0,0.0,-1.0,0600-0659,10.0,703.0,1407.0,6.0,1407,1413.0,6.0,6.0,0.0,0.0,1400-1459,0.0,,0.0,252.0,260.0,244.0,1.0,1964.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
