,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
0,1998,1,1,2,5,1998-01-02,NW,19386,NW,N297US,675,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,1640,1659.0,19.0,19.0,1.0,1.0,1600-1659,24.0,1723.0,1856.0,3.0,1836,1859.0,23.0,23.0,1.0,1.0,1800-1859,0.0,,0.0,176.0,180.0,153.0,1.0,991.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2009,2,5,28,4,2009-05-28,FL,20437,FL,N946AT,671,13342,1334202,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1204,1202.0,-2.0,0.0,0.0,-1.0,1200-1259,10.0,1212.0,1533.0,8.0,1541,1541.0,0.0,0.0,0.0,0.0,1500-1559,0.0,,0.0,157.0,159.0,141.0,1.0,1066.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2013,2,6,29,6,2013-06-29,MQ,20398,MQ,N665MQ,3297,11921,1192102,31921,GJT,"Grand Junction, CO",CO,8,Colorado,82,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1630,1644.0,14.0,14.0,0.0,0.0,1600-1659,9.0,1653.0,1936.0,6.0,1945,1942.0,-3.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,135.0,118.0,103.0,1.0,773.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2010,3,8,31,2,2010-08-31,DL,19790,DL,N6705Y,1806,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,1305,1305.0,0.0,0.0,0.0,0.0,1300-1359,23.0,1328.0,2008.0,7.0,2035,2015.0,-20.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,270.0,250.0,220.0,1.0,1979.0,8,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2006,1,1,15,7,2006-01-15,US,20355,US,N504AU,465,11618,1161801,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1820,1911.0,51.0,51.0,1.0,3.0,1800-1859,19.0,1930.0,2050.0,8.0,2026,2058.0,32.0,32.0,1.0,2.0,2000-2059,0.0,,0.0,126.0,107.0,80.0,1.0,529.0,3,0.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1995,4,11,29,3,1995-11-29,DL,19790,DL,N925DL,1198,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14814,1481401,30476,SHV,"Shreveport, LA",LA,22.0,Louisiana,72,639,639.0,0.0,0.0,0.0,0.0,0600-0659,29.0,708.0,736.0,5.0,730,741.0,11.0,11.0,0.0,0.0,0700-0759,0.0,,0.0,51.0,62.0,28.0,1.0,190.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2006,3,8,7,1,2006-08-07,CO,19704,CO,N27724,1431,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,1755,1751.0,-4.0,0.0,0.0,-1.0,1700-1759,33.0,1824.0,1958.0,4.0,2000,2002.0,2.0,2.0,0.0,0.0,2000-2059,0.0,,0.0,125.0,131.0,94.0,1.0,563.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2019,2,6,11,2,2019-06-11,9E,20363,9E,N927XJ,3459,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,10868,1086803,30868,CAE,"Columbia, SC",SC,45.0,South Carolina,37,1950,2331.0,221.0,221.0,1.0,12.0,1900-1959,19.0,2350.0,25.0,6.0,2057,31.0,214.0,214.0,1.0,12.0,2000-2059,0.0,,0.0,67.0,60.0,35.0,1.0,192.0,1,0.0,0.0,0.0,0.0,214.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2008,3,8,3,7,2008-08-03,YV,20378,YV,N522LR,7233,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,1550,1552.0,2.0,2.0,0.0,0.0,1500-1559,26.0,1618.0,1817.0,3.0,1810,1820.0,10.0,10.0,0.0,0.0,1800-1859,0.0,,0.0,80.0,88.0,59.0,1.0,316.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2018,1,2,8,4,2018-02-08,WN,19393,WN,N8688J,5932,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11259,1125903,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,2030,2046.0,16.0,16.0,1.0,1.0,2000-2059,34.0,2120.0,2314.0,5.0,2250,2319.0,29.0,29.0,1.0,1.0,2200-2259,0.0,,0.0,140.0,153.0,114.0,1.0,793.0,4,0.0,0.0,13.0,0.0,16.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1991,4,11,21,4,1991-11-21,US,20355,US,,2135,14679,1467902,33570,SAN,"San Diego, CA",CA,6,California,91,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1245,1247.0,2.0,2.0,0.0,0.0,1200-1259,,,,,1325,1331.0,6.0,6.0,0.0,0.0,1300-1359,0.0,,0.0,40.0,44.0,,1.0,109.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2014,2,4,3,4,2014-04-03,WN,19393,WN,N374SW,1463,11540,1154003,30615,ELP,"El Paso, TX",TX,48,Texas,74,11259,1125903,30194,DAL,"Dallas, TX",TX,48.0,Texas,74,1025,1025.0,0.0,0.0,0.0,0.0,1000-1059,10.0,1035.0,1252.0,3.0,1300,1255.0,-5.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,95.0,90.0,77.0,1.0,562.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1994,3,7,24,7,1994-07-24,AA,19805,AA,,830,14843,1484302,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,1245,1242.0,-3.0,0.0,0.0,-1.0,1200-1259,,,,,1521,1511.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,156.0,149.0,,1.0,1045.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2013,2,6,30,7,2013-06-30,OO,20304,OO,N947SW,6474,10140,1014002,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1601,1557.0,-4.0,0.0,0.0,-1.0,1600-1659,6.0,1603.0,1638.0,8.0,1705,1646.0,-19.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,124.0,109.0,95.0,1.0,677.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2003,4,11,21,5,2003-11-21,UA,19977,UA,N308UA,674,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,900,855.0,-5.0,0.0,0.0,-1.0,0900-0959,14.0,909.0,1148.0,2.0,1206,1150.0,-16.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,126.0,115.0,99.0,1.0,733.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1988,2,4,4,1,1988-04-04,PI,19822,PI,,362,11995,1199501,31995,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,36,10821,1082102,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,630,631.0,1.0,1.0,0.0,0.0,0600-0659,,,,,728,737.0,9.0,9.0,0.0,0.0,0700-0759,0.0,,0.0,58.0,66.0,,1.0,278.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2007,3,9,5,3,2007-09-05,NW,19386,NW,N8928E,1678,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,13184,1318402,33184,MBS,"Saginaw/Bay City/Midland, MI",MI,26.0,Michigan,43,1201,1150.0,-11.0,0.0,0.0,-1.0,1200-1259,20.0,1210.0,1234.0,5.0,1246,1239.0,-7.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,45.0,49.0,24.0,1.0,98.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2015,3,9,5,6,2015-09-05,AS,19930,AS,N589AS,413,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,14747,1474703,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1745,1733.0,-12.0,0.0,0.0,-1.0,1700-1759,9.0,1742.0,1824.0,8.0,1855,1832.0,-23.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,130.0,119.0,102.0,1.0,689.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2006,1,1,28,6,2006-01-28,UA,19977,UA,N426UA,210,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6,California,91,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,1545,1542.0,-3.0,0.0,0.0,-1.0,1500-1559,11.0,1553.0,2308.0,5.0,2327,2313.0,-14.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,282.0,271.0,255.0,1.0,2288.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2017,3,7,26,3,2017-07-26,WN,19393,WN,N252WN,995,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,12892,1289205,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,1535,,,,,,1500-1559,,,,,1700,,,,,,1700-1759,1.0,A,0.0,85.0,,,1.0,373.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2013,3,9,17,2,2013-09-17,UA,19977,UA,N425UA,330,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,13930,1393002,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1437,1427.0,-10.0,0.0,0.0,-1.0,1400-1459,10.0,1437.0,1636.0,16.0,1704,1652.0,-12.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,147.0,145.0,119.0,1.0,837.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2013,2,4,10,3,2013-04-10,EV,20366,EV,N975EV,5319,14783,1478302,34783,SGF,"Springfield, MO",MO,29,Missouri,64,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,600,558.0,-2.0,0.0,0.0,-1.0,0600-0659,15.0,613.0,838.0,6.0,846,844.0,-2.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,106.0,106.0,85.0,1.0,563.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1991,4,10,28,1,1991-10-28,WN,19393,WN,,653,12339,1233902,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,950,950.0,0.0,0.0,0.0,0.0,0900-0959,,,,,955,1003.0,8.0,8.0,0.0,0.0,0900-0959,0.0,,0.0,65.0,73.0,,1.0,229.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2020,1,3,24,2,2020-03-24,YV,20378,YV,N933LR,5825,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,12954,1295407,32575,LGB,"Long Beach, CA",CA,6.0,California,91,1858,1950.0,52.0,52.0,1.0,3.0,1800-1859,9.0,1959.0,2101.0,4.0,2021,2105.0,44.0,44.0,1.0,2.0,2000-2059,0.0,,0.0,83.0,75.0,62.0,1.0,355.0,2,44.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2010,3,8,20,5,2010-08-20,OO,20304,OO,N976SW,6582,10800,1080002,32575,BUR,"Burbank, CA",CA,6,California,91,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1342,1352.0,10.0,10.0,0.0,0.0,1300-1359,20.0,1412.0,1505.0,5.0,1453,1510.0,17.0,17.0,1.0,1.0,1400-1459,0.0,,0.0,71.0,78.0,53.0,1.0,326.0,2,9.0,0.0,7.0,0.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1997,1,1,7,2,1997-01-07,US,20355,US,N800US,512,11278,1127801,30852,DCA,"Washington, DC",VA,51,Virginia,38,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1700,1700.0,0.0,0.0,0.0,0.0,1700-1759,25.0,1725.0,1828.0,7.0,1829,1835.0,6.0,6.0,0.0,0.0,1800-1859,0.0,,0.0,89.0,95.0,63.0,1.0,399.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2000,3,8,23,3,2000-08-23,AA,19805,AA,N2DEAA,692,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1406,1406.0,0.0,0.0,0.0,0.0,1400-1459,9.0,1415.0,1656.0,5.0,1717,1701.0,-16.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,131.0,115.0,101.0,1.0,732.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2013,1,2,3,7,2013-02-03,EV,20366,EV,N870AS,4906,10868,1086803,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1751,1746.0,-5.0,0.0,0.0,-1.0,1700-1759,11.0,1757.0,1836.0,6.0,1907,1842.0,-25.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,76.0,56.0,39.0,1.0,192.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1993,4,10,30,6,1993-10-30,UA,19977,UA,,1437,13930,1393001,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11423,1142302,31423,DSM,"Des Moines, IA",IA,19.0,Iowa,61,1245,1245.0,0.0,0.0,0.0,0.0,1200-1259,,,,,1356,1354.0,-2.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,71.0,69.0,,1.0,299.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1993,2,6,30,3,1993-06-30,AA,19805,AA,,451,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,14986,1498602,34986,SRQ,"Sarasota/Bradenton, FL",FL,12.0,Florida,33,1000,1012.0,12.0,12.0,0.0,0.0,1000-1059,,,,,1143,1222.0,39.0,39.0,1.0,2.0,1100-1159,0.0,,0.0,103.0,130.0,,1.0,625.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2019,3,9,2,1,2019-09-02,YX,20452,YX,N203JQ,6104,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1204,1200.0,-4.0,0.0,0.0,-1.0,1200-1259,10.0,1210.0,1439.0,10.0,1452,1449.0,-3.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,168.0,169.0,149.0,1.0,1010.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2019,1,3,27,3,2019-03-27,OH,20397,OH,N582NN,5125,10990,1099005,30990,CHO,"Charlottesville, VA",VA,51,Virginia,38,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1605,1605.0,0.0,0.0,0.0,0.0,1600-1659,21.0,1626.0,1718.0,4.0,1728,1722.0,-6.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,83.0,77.0,52.0,1.0,245.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1994,2,5,31,2,1994-05-31,UA,19977,UA,,3,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1445,1443.0,-2.0,0.0,0.0,-1.0,1400-1459,,,,,1752,1747.0,-5.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,367.0,364.0,,1.0,2586.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2016,1,3,9,3,2016-03-09,WN,19393,WN,N7706A,5859,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10800,1080003,32575,BUR,"Burbank, CA",CA,6.0,California,91,910,907.0,-3.0,0.0,0.0,-1.0,0900-0959,11.0,918.0,1015.0,3.0,1040,1018.0,-22.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,150.0,131.0,117.0,1.0,850.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2006,4,11,6,1,2006-11-06,WN,19393,WN,N326,1432,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,15016,1501602,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,920,918.0,-2.0,0.0,0.0,-1.0,0900-0959,11.0,929.0,1007.0,2.0,1015,1009.0,-6.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,55.0,51.0,38.0,1.0,237.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1993,4,12,28,2,1993-12-28,NW,19386,NW,,11,11278,1127801,30852,DCA,"Washington, DC",VA,51,Virginia,38,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,940,938.0,-2.0,0.0,0.0,-1.0,0900-0959,,,,,1117,1109.0,-8.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,97.0,91.0,,1.0,405.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2001,3,9,25,2,2001-09-25,US,20355,US,äNKNOæ,6529,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1600,,,,,,1600-1659,,,,,1733,,,,,,1700-1759,1.0,,0.0,93.0,,,1.0,399.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1997,1,3,2,7,1997-03-02,AA,19805,AA,N164AA,72,12173,1217301,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1740,1739.0,-1.0,0.0,0.0,-1.0,1700-1759,27.0,1806.0,514.0,6.0,545,520.0,-25.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,485.0,461.0,428.0,1.0,4244.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2018,2,6,25,1,2018-06-25,UA,19977,UA,N475UA,781,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,13264,1326403,33264,MFR,"Medford, OR",OR,41.0,Oregon,92,1910,1904.0,-6.0,0.0,0.0,-1.0,1900-1959,14.0,1918.0,2024.0,5.0,2048,2029.0,-19.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,158.0,145.0,126.0,1.0,964.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2007,1,2,28,3,2007-02-28,AS,19930,AS,N969AS,502,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1952,2006.0,14.0,14.0,0.0,0.0,1900-1959,17.0,2023.0,2232.0,1.0,2235,2233.0,-2.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,163.0,147.0,129.0,1.0,1050.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2000,1,3,28,2,2000-03-28,AA,19805,AA,N533AA,1591,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1638,1635.0,-3.0,0.0,0.0,-1.0,1600-1659,12.0,1647.0,1748.0,8.0,1802,1756.0,-6.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,144.0,141.0,121.0,1.0,732.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1995,1,2,16,4,1995-02-16,AA,19805,AA,N485AA,1211,10397,1039702,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1632,1633.0,1.0,1.0,0.0,0.0,1600-1659,101.0,1814.0,1845.0,7.0,1728,1852.0,84.0,84.0,1.0,5.0,1700-1759,0.0,,0.0,116.0,199.0,91.0,1.0,606.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1992,3,7,21,2,1992-07-21,CO,19704,CO,,638,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,12266,1226601,31453,IAH,"Houston, TX",TX,48.0,Texas,74,100,55.0,-5.0,0.0,0.0,-1.0,0001-0559,,,,,658,705.0,7.0,7.0,0.0,0.0,0600-0659,0.0,,0.0,238.0,250.0,,1.0,1874.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2015,1,3,12,4,2015-03-12,WN,19393,WN,N8605E,3231,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,14679,1467903,33570,SAN,"San Diego, CA",CA,6.0,California,91,845,843.0,-2.0,0.0,0.0,-1.0,0800-0859,13.0,856.0,1033.0,14.0,1115,1047.0,-28.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,270.0,244.0,217.0,1.0,1728.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2012,3,7,25,3,2012-07-25,US,20355,US,N631AW,261,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,1755,1833.0,38.0,38.0,1.0,2.0,1700-1759,13.0,1846.0,1931.0,5.0,1914,1936.0,22.0,22.0,1.0,1.0,1900-1959,0.0,,0.0,199.0,183.0,165.0,1.0,1276.0,6,1.0,0.0,0.0,0.0,21.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2017,2,5,5,5,2017-05-05,WN,19393,WN,N946WN,1395,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10821,1082104,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1730,1939.0,129.0,129.0,1.0,8.0,1700-1759,9.0,1948.0,2248.0,6.0,2055,2254.0,119.0,119.0,1.0,7.0,2000-2059,0.0,,0.0,145.0,135.0,120.0,1.0,936.0,4,2.0,0.0,0.0,0.0,117.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1994,4,12,7,3,1994-12-07,AA,19805,AA,,701,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1801,1809.0,8.0,8.0,0.0,0.0,1800-1859,,,,,2109,2115.0,6.0,6.0,0.0,0.0,2100-2159,0.0,,0.0,248.0,246.0,,1.0,1391.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1994,3,8,19,5,1994-08-19,DL,19790,DL,,319,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,710,709.0,-1.0,0.0,0.0,-1.0,0700-0759,,,,,812,830.0,18.0,18.0,1.0,1.0,0800-0859,0.0,,0.0,62.0,81.0,,1.0,256.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
